/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_1.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_2.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_3.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_4.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_5.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_6.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_7.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_8.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_9.png 1
/content/drive/MyDrive/VIT-Liquid-Detection/p18/liquid_10.png 1
